학번, 패스워드, 이름, 생년월일, 전화번호, 메일, 학과, 학년, 성적, 메모
2012015614,xuymmxawtatvuprj,김현서,20020708,01055635322,ylrbrzkwa@knu.ac.kr,원예과학과,4,3.47,-
2001997781,lluyktbqocofxbta,김시현,20050821,01073590322,iazjlwzlm@knu.ac.kr,화학교육과,1,2.44,-
2008791817,piikctvnqhnnzqwk,김수민,20031024,01045529825,oqedcfzdo@knu.ac.kr,국어국문학과,1,2.59,-
2024268697,hozyhmclwezfclwo,김다은,19850425,01024089775,biprjcfsx@knu.ac.kr,에너지공학부,2,3.07,-
2002170534,apyivdwmhvnzbwpk,최시아,19981228,01047776917,iznufdivy@knu.ac.kr,영어영문학과,3,3.47,-
2023651079,vlsebbqjomqyekll,박우진,19910819,01010013664,eldvinnpq@knu.ac.kr,산림과학ㆍ조경학부,2,2.92,-
2001513179,eimjocjubgbzbssw,김연우,20050518,01097838416,svnmxyhti@knu.ac.kr,심리학과,3,0.56,-
2020912910,cqqhoaayablsvazy,최태현,19830624,01089596537,ojhsknovf@knu.ac.kr,전자공학부,3,4.09,-
2013273127,bswjpwrubsypxdos,정서현,19900118,01096898153,jpldekegw@knu.ac.kr,화학공학과,2,2.19,-
2013007085,qnpnczkgmyagttrx,정하율,19950527,01005319299,fsggjvbyg@knu.ac.kr,미디어커뮤니케이션학과,2,1.97,-
2020058414,hrguzciegtrwcmmg,이서영,19980518,01005261808,hjcehcnoh@knu.ac.kr,사회복지학부,1,3.28,-
2005872044,amapouvkryuhdmal,김지윤,19910723,01017357588,vzpjxijbp@knu.ac.kr,물리교육과,3,3.50,-
2025770050,nidxyuwzhylkfhel,서현우,19840216,01039381641,vnzsbqmln@knu.ac.kr,원예과학과,3,4.13,-
2024448356,bwsawvhcksskeibc,이소연,19960226,01010755251,rrzizvhhl@knu.ac.kr,의예과,3,4.14,-
2005249156,jigfeolpfqkarpyl,전시온,19910718,01089364665,yjmkybncz@knu.ac.kr,화학과,1,3.00,-
2004663064,nkzjsfrsbgonfrtn,김하연,20020914,01066514119,ppsagntrr@knu.ac.kr,수학과,3,4.01,-
2005622148,jfekjeqiaijpoabf,신동현,20050817,01082109479,qnnwnetdr@knu.ac.kr,산림과학ㆍ조경학부,1,4.01,-
2020707293,hpzikmenhnwqapwm,최나연,19990316,01034069703,pyjvbvuqz@knu.ac.kr,고고인류학과,3,3.65,-
2022441193,hkyjawtyojytxuhm,김선우,19810911,01054281502,feteodgtt@knu.ac.kr,식품자원경제학과,1,2.63,-
2011038797,kkxuwhdtlsecxyls,김예성,19930823,01030929544,tbxazgmct@knu.ac.kr,식품공학부,3,0.95,-
2020820259,kothdxmhotcxhsmr,이민재,20040321,01006718737,sejxizmzs@knu.ac.kr,미디어커뮤니케이션학과,2,2.21,-
2013535785,rvuisuwsekmzsskw,오민성,19980529,01040381034,pusetliyf@knu.ac.kr,융합학부,2,0.30,-
2013060041,elzonjmeiksklifm,김태양,19961014,01001211780,xgucktagc@knu.ac.kr,컴퓨터학부,1,1.98,-
2022608491,zfzeqjimdfepdgrt,김은호,19940629,01009400850,jbpfobgsk@knu.ac.kr,수학교육과,3,4.21,-
2010102937,xqmbytmczzmtnqqk,이도윤,19990304,01045856727,gspzpfhxe@knu.ac.kr,식품자원경제학과,3,0.67,-
2024082827,plycrxkybtzegxdj,조도하,19971217,01005065462,ocpuvmkoy@knu.ac.kr,융합학부,4,4.07,-
2007889468,mfmnmfsknednphan,박시우,20040109,01009488160,dicsdgriq@knu.ac.kr,농업토목ㆍ생물산업공학부,2,1.27,-
2002302758,mzybsmyuwnuyqbax,이현준,19881006,01056006201,xmyxrfxqh@knu.ac.kr,농업토목ㆍ생물산업공학부,3,1.27,-
2020236607,icmipfzupryuzyxw,김태오,19900204,01073974057,aypjdukca@knu.ac.kr,일반사회교육과,3,2.47,-
2008043130,rnscnrsiaqvmcijb,박민규,20050516,01030315272,ujurrmwjg@knu.ac.kr,식품공학부,1,2.54,-
2006012776,zltdbdizghgtrrdp,황예린,19961118,01000131887,xaxqdfaga@knu.ac.kr,행정학부,4,1.47,-
2024511416,rmbnvyudiphgkulh,김승민,19830518,01088253221,wxafsfyhm@knu.ac.kr,지리교육과,4,1.63,-
2020986320,sfvicggdnskgfgew,김연서,19891017,01096679481,uxlksravx@knu.ac.kr,바이오섬유소재학과,4,2.36,-
2024964850,ywcnhixqxnsrdgca,김윤성,19840811,01054105647,enmexdjbm@knu.ac.kr,생명공학부,2,2.52,-
2022996995,secqbzrhowtkgaxi,강세아,20031226,01048212269,qepdwwiqh@knu.ac.kr,디자인학과,3,1.83,-
2024764168,jautcapgjonqsxzo,최수연,19960117,01037919645,zuhzdvzcu@knu.ac.kr,디자인학과,1,0.46,-
2020033543,xxcspkisbkhjzxwk,김수빈,19910502,01081159409,qgtbcyldx@knu.ac.kr,영어영문학과,1,4.11,-
2000895631,szqllwbiwzueslks,서윤지,19910206,01092989465,nhnjqjmof@knu.ac.kr,생명공학부,2,3.20,-
2020481892,gjdasdyawnvvkrqw,최윤호,19840126,01074179041,kdueakqeq@knu.ac.kr,한문학과,4,3.70,-
2009827552,vbksrytvcgjipsdq,최우빈,19800118,01060876523,okmqzbenz@knu.ac.kr,불어불문학과,2,0.52,-
2016151217,ctqyrbbkpmtewfyw,이지현,19860707,01025652974,ghcsbqztr@knu.ac.kr,디자인학과,4,3.74,-
2020429351,otsbfzbufgnscfwe,임이든,19840102,01015096507,llbmmdnhn@knu.ac.kr,원예과학과,1,3.63,-
2017114936,ckiphbnuqlsslvkj,이지훈,19911114,01048819354,vlnxrjptv@knu.ac.kr,사회학과,3,3.93,-
2012243669,ndfflgrywmpeoilw,이준,19940107,01094452580,uavaamirw@knu.ac.kr,아동학부,1,0.84,-
2001662707,vdluyzrlyayapnry,김태현,19990807,01009140887,oyhsnhdfv@knu.ac.kr,지구시스템과학부,3,2.73,-
2007553971,epzqceclulkkwnma,이민지,19920501,01024138918,wxlqsgkrl@knu.ac.kr,스마트모빌리티공학과,1,4.20,-
2005688706,emaqbjhkjlacpmsu,이민호,19850112,01023501478,qyuogltev@knu.ac.kr,국어국문학과,4,0.73,-
2016476978,abgadinbmswysblf,김지율,19981115,01000011874,ofvctukcf@knu.ac.kr,화학공학과,3,0.45,-
2006238496,kgbanbthwofsrhpm,이정우,19850511,01026483720,xmrhbynxe@knu.ac.kr,가정교육과,4,3.78,-
2011760460,zzybprgbixkaejlg,김채윤,19910413,01065836841,aodgysfgn@knu.ac.kr,고분자공학과,1,3.80,-
2008654685,mukiadrtrtvgmecx,김은우,19880302,01008844135,pllqkoomb@knu.ac.kr,식품자원경제학과,4,3.58,-
2003023716,cjwaopmsoxzcnxll,김수호,19811201,01040965636,xpqhayskk@knu.ac.kr,한문학과,4,0.66,-
2000754418,sovyifavfldmlsbj,이시은,19940313,01012092255,zntyfnsug@knu.ac.kr,산림과학ㆍ조경학부,1,3.20,-
2007540151,lctohbqgrkgfzhmo,장준영,19940721,01077076809,gsxlsgvaf@knu.ac.kr,약학과,3,3.77,-
2025091523,lfipejvbcnibvbcc,황연우,19951128,01030475899,srxsvxrrn@knu.ac.kr,경제통상학부,1,1.75,-
2018722293,mxuwgzojmkzvvmtx,김도현,20051024,01090840087,ffzzzguns@knu.ac.kr,화학과,2,3.95,-
2011070409,glujdfyimgpqvdvu,김리아,19960804,01083656641,papnotdbh@knu.ac.kr,에너지공학부,1,3.65,-
2007834976,rjcrfxwaallyjaux,송민우,20001212,01009785155,zkothiink@knu.ac.kr,응용생명과학부,1,3.57,-
2018699206,fbpeduwmclzybhtt,김하준,19941107,01001029111,tyxkmpkbh@knu.ac.kr,노어노문학과,2,4.05,-
2010826635,tfjvflzbyxcphccd,송지안,19961211,01031300395,gwpslsino@knu.ac.kr,지리학과,3,1.68,-
2020104930,imallahppwjautea,윤윤지,19970503,01071539610,tqkuyuutm@knu.ac.kr,디자인학과,4,3.60,-
2019582450,xdmxsqytjyszrpkj,이시우,19880306,01043301181,tdsxkdywq@knu.ac.kr,의류학과식품영양학과,3,2.26,-
2008963453,wmbsmknfflymyinr,정소율,19810728,01092527647,jkcrxbzqd@knu.ac.kr,생물교육과,2,4.15,-
2011598740,glqmpdgcbeyankql,이민아,19941208,01087460608,bizfworwj@knu.ac.kr,영어영문학과,2,1.48,-
2012228097,phprpwgmjypdpakl,윤다은,19890904,01047363708,rvjxnaoeq@knu.ac.kr,한문학과,2,0.06,-
2017547049,izfppykbwamnxbjo,정연서,19891127,01009684096,klfkkonlc@knu.ac.kr,원예과학과,4,2.92,-
2012189523,eayesvtavdidywtg,윤성준,20030524,01025270561,thxoxkewb@knu.ac.kr,스마트모빌리티공학과,2,4.15,-
2010946736,hmudmpupebhcuamd,이민준,19960117,01000252137,lorstomiu@knu.ac.kr,전기공학과,1,1.45,-
2020798025,wwajjcchsiklptss,윤아린,20010103,01052904291,xqiihfjap@knu.ac.kr,불어불문학과,3,2.42,-
2018587717,gmxqnxinmgqpfaam,황성준,20051217,01039747023,smueezhop@knu.ac.kr,국어국문학과,4,3.06,-
2013437397,walxfhnfizpdeder,정도윤,19901029,01027981687,rwgoixznn@knu.ac.kr,정치외교학과,1,2.56,-
2005045740,okcplahinfwvinlv,김하준,19841009,01008426139,qmzqlhzjc@knu.ac.kr,교육학과,2,0.82,-
2025747062,ruhqydafzdyslixu,김재민,20030106,01002676995,avdidpzdp@knu.ac.kr,일어일문학과,4,1.62,-
2013715027,dzvkkkxjcfcieiik,박윤아,19810323,01092960678,wrjaymxmo@knu.ac.kr,응용화학과,3,2.01,-
2013512535,ssyfewjudvstkgha,강준,19940621,01046341180,fhecasezx@knu.ac.kr,국악학과,3,3.61,-
2023008415,mbascbazbuabqrst,안시아,19970109,01037390623,ybhbvgrqx@knu.ac.kr,음악학과,1,0.11,-
2018024071,oslpglgofzdrrlwf,김아린,20010924,01030930347,odbyvjvzx@knu.ac.kr,화학과,3,0.76,-
2015528866,rtyhxihrcketheko,한예찬,19830915,01071677715,qjsaaclai@knu.ac.kr,교육학과,1,0.55,-
2011058631,qedduzexudngifuv,이채윤,19920408,01024211504,enaytxrbm@knu.ac.kr,한문학과,2,1.42,-
2018633509,egjoxhdveejkgmop,황율,19920625,01027519108,lbavntbic@knu.ac.kr,원예과학과,3,3.41,-
2011743007,qttihagtrbazirkf,임건우,19821012,01045022014,iftdtbzfo@knu.ac.kr,수의예과,4,1.12,-
2017990246,nmukxzamfqtwrplx,이주하,19960113,01014050194,iomzrnwfh@knu.ac.kr,치의예과,1,2.53,-
2010448575,avrcvimyshdfwjnb,송하진,19900711,01009722145,mdjfzcvok@knu.ac.kr,생물교육과,1,2.59,-
2024512252,qbffcomgqqqrhqop,전나연,20030121,01034822025,bophjexta@knu.ac.kr,심리학과,1,1.27,-
2002098373,mdwwiluzrsuxvkvf,박태양,20000404,01055691385,tcywiniur@knu.ac.kr,아동학부,4,4.26,-
2009284505,mlyitltqdmkjhlmb,김재원,20030901,01043722944,wlvopkxbh@knu.ac.kr,섬유시스템공학과,1,3.08,-
2005673820,ibmfqeyscrvzmovj,김연우,19900526,01095145249,rddcsgnkr@knu.ac.kr,체육교육과,2,0.78,-
2019666465,wwsiepewazshqrnk,황예찬,19841124,01033662496,frpfbukwe@knu.ac.kr,신소재공학부,1,2.09,-
2015747082,nrbpuhvnlvgityzf,김다온,19980525,01088282118,jypvaddcw@knu.ac.kr,윤리교육과,2,1.64,-
2013952697,zlysdxjpqfgenmvl,김하은,19931108,01008927312,rovhosfni@knu.ac.kr,미술학과,3,3.90,-
2014947307,umrmuuwedepygghg,박세은,19870925,01051982588,inqwbunte@knu.ac.kr,일반사회교육과,1,0.49,-
2008228960,qjktsdzzhcsbyios,박민우,19851218,01010197993,nphtjtpwg@knu.ac.kr,지구과학교육과,4,1.49,-
2004080156,fbbfjtzybypcqlvm,김시원,19891224,01001835975,yxyrcatfl@knu.ac.kr,우주공학부,4,0.26,-
2006807494,lmpkjuwalqysdjjd,김승현,19930202,01099630902,epvksjplk@knu.ac.kr,바이오섬유소재학과,4,4.17,-
2015669922,kahfxjdxgtesxolr,조연서,20061028,01025008102,qjbspdbsx@knu.ac.kr,지구시스템과학부,4,4.11,-
2025845632,ieyvwmdkpqujklht,정세은,19990614,01091701134,valeoxtsx@knu.ac.kr,바이오섬유소재학과,4,0.57,-
2009545147,inxpufttsaracdbj,김지원,19870727,01009838339,gksocbokp@knu.ac.kr,농업토목ㆍ생물산업공학부,4,3.19,-
2003615778,jhknnyebuepahcbp,한동현,19901024,01043759943,sceqaykjo@knu.ac.kr,통계학과,3,2.01,-
2004052585,nhrdfrsjdgadqjhs,조지훈,19800426,01003635474,soswrvxtd@knu.ac.kr,지리교육과,1,1.79,-
2020765918,gntinvvfdoyumyqe,윤성현,19840910,01063307787,owycevdch@knu.ac.kr,국어교육과,4,0.20,-
2013497336,zizdtkbqlpmrtqtr,박소연,19940112,01013547660,kxjframgf@knu.ac.kr,농업토목ㆍ생물산업공학부,1,3.47,-
2000157900,udbyywxvioclvhwq,안수호,19910103,01047414339,rarmqwgpi@knu.ac.kr,국악학과,4,1.22,-
2019694315,jyqjdoqzyvbnbnaw,정서율,19960602,01056122795,srdgezefd@knu.ac.kr,체육교육과,1,2.32,-
2019594780,mayklcuxkxqfricp,강은찬,20010828,01035784702,vcqrurbfz@knu.ac.kr,역사교육과,4,2.47,-
2000123311,cmfxwtdmhhwxyggs,박서하,19930424,01089562348,ioeaocliq@knu.ac.kr,경영학부,1,3.27,-
2009978359,gtjzgzlxdijcwrck,김성준,19970507,01087199357,upidrdyja@knu.ac.kr,산림과학ㆍ조경학부,3,4.03,-
2002202474,swmghrhsnjwrbrru,전나현,19930313,01071498960,fbbwyzjwx@knu.ac.kr,국어국문학과,1,4.08,-
2020870837,qgxgxukftmmgsgre,정지수,19980116,01004959242,wetmutzxl@knu.ac.kr,수의예과,1,1.44,-
2023631316,cymknmbphfkhgqhy,정아린,20000809,01060072565,ugbxvoted@knu.ac.kr,국어국문학과,3,0.55,-
2018298545,beufuikqnxxpvhil,박시현,19920713,01032125166,fiaocympk@knu.ac.kr,미디어커뮤니케이션학과,2,1.57,-
2022881879,haklrkabtevqqdae,김수현,19910522,01050167863,oechcodmn@knu.ac.kr,중어중문학과,3,0.23,-
2017265696,uygziepylxdinbhx,이하윤,20031002,01022817237,fmmooicug@knu.ac.kr,응용화학과,4,1.25,-
2008738631,suwdnygdtyfueamy,김서율,20000905,01014245602,ookkwmebu@knu.ac.kr,미술학과,2,1.98,-
2002266634,ewdotjnsauxjzngr,박지아,20020402,01054476117,lkncibblp@knu.ac.kr,가정교육과,1,2.87,-
2004865016,usohuefnnbpqubox,김지유,20020214,01039780922,lwyytybde@knu.ac.kr,컴퓨터학부,4,0.28,-
2001821768,molzrmfyuappycfn,정주하,19960523,01060518927,zuujybfsr@knu.ac.kr,디자인학과,4,3.40,-
2015379771,pakitquwnilgdyvo,이지후,19900904,01006114002,fatblrsey@knu.ac.kr,건축학부,2,3.66,-
2017371356,cidqwdyojykpxzdp,정시연,19890902,01062320506,qferljvdg@knu.ac.kr,지리교육과,1,0.84,-
2015743804,fzeyjozwscbsceaq,김시후,19950301,01021889390,kvaqjxijq@knu.ac.kr,우주공학부,1,3.32,-
2014592124,emgcyfctmppuxwhz,김다인,19930622,01051929010,tzeklesay@knu.ac.kr,디자인학과,3,1.67,-
2014965560,cungavcsvpowgvfp,박다은,20040407,01091637988,lxahduqft@knu.ac.kr,화학과,3,2.74,-
2002825289,aeisatjxdnuyrtgu,이채원,19911202,01077931308,diebsxpsn@knu.ac.kr,바이오섬유소재학과,4,3.31,-
2015429066,xrqomeqjruntwmxw,이준,19830507,01057132200,pufmcszej@knu.ac.kr,우주공학부,1,0.04,-
2015805436,gypijfwevfkxvnft,정사랑,20040523,01058568999,fqodcufog@knu.ac.kr,응용생명과학부,4,4.04,-
2020214089,mykopjvnshblgjkg,박지오,19850927,01022522132,fojoxlcgk@knu.ac.kr,원예과학과,4,4.26,-
2006825728,xzsqsddvzighzowt,김지훈,20050812,01063979111,rpwumcdln@knu.ac.kr,사회복지학부,4,3.63,-
2017552265,xwampsalstqisoia,이시현,19980918,01022818854,ajiahcquy@knu.ac.kr,식물의학과,1,0.31,-
2024172992,vvgrspiikphpkogu,이서진,19960313,01045549873,gjtnwznel@knu.ac.kr,물리학과,4,4.17,-
2009866637,ocxceceuzygtayqb,김재현,19800514,01016484502,wscnfokzj@knu.ac.kr,행정학부,3,2.36,-
2019341263,cuzwfgdphaogbken,이율,20031009,01081576620,exruzicwn@knu.ac.kr,융합학부,3,3.43,-
2011841945,ubrjvqyidvzspacw,김태현,20031125,01011805212,fpjrfrjjj@knu.ac.kr,간호학과,2,3.73,-
2016222875,eccptrwwrlgrfwrg,김예원,19951020,01076642307,gujczirve@knu.ac.kr,국어국문학과,4,3.17,-
2001057872,gfvglucfzyfvgbug,이민서,19930825,01080623954,npmarrymp@knu.ac.kr,약학과,3,0.77,-
2011921465,xanpgrpnqumbleot,이정민,19960227,01047187389,srzunjeaz@knu.ac.kr,역사교육과,2,2.90,-
2025361692,kirujciqsahrjrgy,김이서,19840508,01026803278,khxmhwemk@knu.ac.kr,사학과,3,1.69,-
2012364328,eyxhvdfurwyoeuca,김준서,19850410,01091581407,kiklmjacn@knu.ac.kr,물리교육과,1,2.96,-
2019548566,gxysrwdskfryyfkd,이도하,20061202,01047543133,ydzulknra@knu.ac.kr,의류학과식품영양학과,2,2.80,-
2023162251,hxyxyxasgenakief,정준호,19871113,01083868674,seqtwwqei@knu.ac.kr,불어불문학과,1,1.77,-
2001756928,vkxfwdyjnmglfzrh,윤시현,19940310,01098157877,pwidbnlcx@knu.ac.kr,지구과학교육과,3,3.71,-
2002371755,gbexlwmnkbkmrmjz,김예서,19860820,01071750170,eeuqiizit@knu.ac.kr,고고인류학과,1,4.26,-
2008120719,inmdwcdfcwalezim,김예린,20021029,01035201717,uyqimeuwo@knu.ac.kr,문헌정보학과,2,0.66,-
2002730147,rlauzfdnrgbxqhab,김하은,20020511,01049833327,iujpgjcqx@knu.ac.kr,융합학부,3,1.90,-
2019889793,macwvxypwxmvrixt,이예린,19940705,01021281284,bzkndhszd@knu.ac.kr,생물교육과,3,2.23,-
2022171938,cysccizjyjlbyssj,강지호,19920325,01062633524,qgzybaica@knu.ac.kr,신소재공학부,4,4.04,-
2020042824,ayoetkztfrngsihx,김서진,20060424,01062189731,ybzmitywi@knu.ac.kr,유럽어교육학부,3,1.96,-
2018980348,miwhxaptzdzdcaug,김소이,20060121,01014108380,xpfnchvgd@knu.ac.kr,지리교육과,3,4.12,-
2021014674,tzcaacrayxrhfjxw,김예지,19880416,01000765060,yagngxzfu@knu.ac.kr,스마트모빌리티공학과,1,2.57,-
2011600734,rbqmvqztsvkwapwz,최현준,19940926,01054904796,iqqibpbxq@knu.ac.kr,일반사회교육과,2,3.74,-
2023689037,aqzzcofbchqneokq,박승준,19900609,01057359237,wzctzvihc@knu.ac.kr,화학과,4,4.28,-
2010577513,foikcaonbizlmxny,최서영,20050825,01046754181,lzdgylttc@knu.ac.kr,식품공학부,4,1.36,-
2004557009,tqhwxzscfcqkthjx,이한결,19870615,01012817100,agatewkum@knu.ac.kr,융합학부,1,2.32,-
2007983541,zdhfkkmqqyrilsso,박재민,19880726,01073806773,azenccqhl@knu.ac.kr,정치외교학과,2,3.30,-
2019700627,nyzouvjlmqefetsb,강민성,20040504,01088459885,gxfpsrvtu@knu.ac.kr,역사교육과,3,4.27,-
2013134969,owbivunntoxyxcog,송하연,20050309,01085459226,vroyhnppc@knu.ac.kr,경제통상학부,1,2.09,-
2016096167,juuorslzgjyjwuhm,장지원,19881028,01025369823,tvmlbeall@knu.ac.kr,치의예과,4,1.16,-
2001988825,vffltjwnczmnrkvd,최준서,19921027,01050407382,xwovhmsyw@knu.ac.kr,토목공학과,3,3.68,-
2023667430,yuchqpulyhblmgdp,신연서,19831025,01067140252,ppyhvlqng@knu.ac.kr,기계공학부,3,0.75,-
2022553266,phtikgefhhybrhds,이다온,19891115,01036277408,jewicjrit@knu.ac.kr,사회학과,1,2.32,-
2009678253,kzuvbhdhapofycqd,황유하,19801213,01075644152,epsncmlok@knu.ac.kr,미디어커뮤니케이션학과,1,3.11,-
2005755686,ruedazybxpqxfzcy,이우주,19860624,01025869354,qeznwdkyl@knu.ac.kr,수학교육과,4,0.13,-
2011541131,wbtogmpxlzlflstx,이민찬,20060729,01066828697,hjripirwl@knu.ac.kr,바이오섬유소재학과,4,2.24,-
2014956818,ftpvpslsizemhrgx,이현서,19861017,01085818926,qpzrctkuu@knu.ac.kr,사회복지학부,1,0.24,-
2015732651,tioymlkaxyvpjrum,김윤재,19930925,01069208831,bvdrrxirz@knu.ac.kr,지리학과,4,2.02,-
2018832024,ztgvmynohkuxkakt,김하영,19800604,01036757167,yhivxhpvz@knu.ac.kr,전자공학부,4,2.68,-
2002666494,brwjkqlntpemclen,김지아,19871019,01020089295,xebiwkqkk@knu.ac.kr,약학과,2,4.01,-
2002956133,xvkpfxsyueefuyjy,김유나,19950402,01038372443,ypdwosqbp@knu.ac.kr,산림과학ㆍ조경학부,3,3.16,-
2014111524,oeiloxurezgthlig,송재민,19920123,01071562256,ambecntvs@knu.ac.kr,화학과,4,3.69,-
2008945014,xltedioskqqfqhvu,김지윤,19970516,01078284835,lpnnmhiwv@knu.ac.kr,화학과,4,2.28,-
2007532014,hnlliomhlkpejcfk,김이현,19810705,01051875614,oonznsvck@knu.ac.kr,전기공학과,2,2.97,-
2013806176,galryztprmqthezi,김민서,19820309,01013629996,yiistxzdh@knu.ac.kr,전기공학과,3,3.20,-
2023823009,qipsnkszqrqeizxw,이지한,19920802,01066805883,hiplmjthm@knu.ac.kr,국어교육과,1,2.60,-
2003547563,ntytzxpuruubacpn,이주안,19940222,01038691232,vwbpoqdhj@knu.ac.kr,수의예과,4,2.25,-
2001811867,mehqzfeqjgkxarcs,송이안,20060325,01075095967,wmuhczaou@knu.ac.kr,융합학부,3,3.58,-
2016849340,ytwyzvofmtwceoaf,오사랑,19930222,01030814880,aszwlfyrh@knu.ac.kr,한문학과,1,3.34,-
2006501418,oduhmxviqqjhtjxl,박하영,20060227,01058624044,umnpgvyfk@knu.ac.kr,산림과학ㆍ조경학부,2,0.64,-
2016626713,sxvozqwwojotnurw,이율,20021224,01034818911,rqipwkfzc@knu.ac.kr,디자인학과,4,0.81,-
2015811344,agrkadanmcqcdzns,안나윤,19961002,01031252721,ovqqmlmyf@knu.ac.kr,유럽어교육학부,1,2.78,-
2019527274,jznyqfntthnpuqgp,김서현,20030126,01067300748,yepotfvqb@knu.ac.kr,식품공학부,4,0.40,-
2012907988,ydzbqaxpcpgzbdkb,황재민,19850101,01020512447,cksykvpki@knu.ac.kr,화학과,3,4.02,-
2022244733,chgaiuotnuwmmzgb,김수빈,19950712,01037517299,jbdvdfewi@knu.ac.kr,수의예과,4,1.33,-
2004792812,nwnyvlxpwcdulmgk,강서우,19811124,01035074229,fsevdoouu@knu.ac.kr,고분자공학과,4,0.96,-
2015761438,xhmzjrjeiwoepctw,조이든,19970825,01052704119,dtppconvb@knu.ac.kr,융합학부,4,1.23,-
2023645849,jethcyzfuqcddjtt,김민우,19800609,01077956237,vyewlkcrv@knu.ac.kr,화학과,4,4.24,-
2017472408,jdtzlxbjuodsmuom,이윤호,19800505,01023570866,zmjkmlofw@knu.ac.kr,국악학과,2,3.25,-
2015530072,pauskucenfwsjtzi,이도현,19940612,01014137087,chauetees@knu.ac.kr,전자공학부,3,2.88,-
2012463312,yddjxwipylvydhlw,전수현,20051226,01034883858,tdobwuudy@knu.ac.kr,스마트모빌리티공학과,2,3.06,-
2009998039,umnsdlvpyhlhyrar,윤하율,20041020,01053098654,rpfpcvuvi@knu.ac.kr,원예과학과,3,0.11,-
2010757795,rfrsiwrjpnqibmqz,이유준,20000108,01007041445,cakbjidho@knu.ac.kr,생물학과,1,0.38,-
2009950637,cojjcztsmnyovalb,김지훈,19840213,01009178124,lpyqvsqvi@knu.ac.kr,영어영문학과,1,4.26,-
2000142662,gkruwjbrvbceerwm,김하진,19840411,01065953778,rrbtzyfgz@knu.ac.kr,스마트모빌리티공학과,4,3.12,-
2014314869,oiocezixpcbymxln,이채아,20020515,01016336679,xeiswwarl@knu.ac.kr,의예과,1,3.13,-
2017006719,kpnbyeowncdotnmz,김민성,19860420,01049085909,dkpjywzsp@knu.ac.kr,한문학과,4,3.15,-
2019522244,gmbpqvasibirwkmm,서서윤,19840823,01043540450,unzyiucls@knu.ac.kr,지리교육과,2,1.98,-
2012968695,wzbiyydwosywbffj,김지원,19970908,01005182664,mwtvussen@knu.ac.kr,식품공학부,4,2.26,-
2011564669,gnjaqucwcevkulxx,임은우,20060605,01074821320,rxaoqbhgx@knu.ac.kr,일반사회교육과,4,1.82,-
2025670358,mwkpnaalepixnuix,강하율,19930927,01037968770,izkgpbloo@knu.ac.kr,지리학과,4,2.70,-
2009277953,hwaisoouebunjapq,박서아,20030216,01074250901,hysnddkna@knu.ac.kr,식품공학부,4,2.82,-
2004425172,cejzdfgyrclkewjx,김예원,19961019,01010028873,bzzfuwmmd@knu.ac.kr,중어중문학과,1,4.30,-
2020647711,pajpnckbnnsrtyuv,정소연,19900819,01023063157,lpuovmvwb@knu.ac.kr,미술학과,1,2.99,-
2014717649,tbfbfurvayhjraxs,정윤재,20051210,01011607195,hswworgoj@knu.ac.kr,식품공학부,3,2.60,-
2004686152,jfofywnhesopslpz,김나은,20010314,01019303231,nvfscolvq@knu.ac.kr,독어독문학과,3,4.30,-
2003010104,qlkmklzejigujafc,이율,19800622,01096927694,rnmhpojnu@knu.ac.kr,응용생명과학부,3,3.64,-
2007214294,knlvoxtwwmyaoghe,김주안,19970809,01015802607,dcjvkkpzz@knu.ac.kr,한문학과,2,1.22,-
2009105988,xnsalfmxgsbcclkp,김하준,19820916,01036865309,zldryznzx@knu.ac.kr,일반사회교육과,4,4.21,-
2013886320,yncpzaftuhmssaqv,박윤아,20030226,01037393571,mbqyuyifk@knu.ac.kr,융합학부,2,2.44,-
2012156445,meljwqjllawddddf,김예원,19810718,01005598371,sqwimxpsl@knu.ac.kr,우주공학부,2,4.19,-
2020852506,jepndmdopixpvpyx,김재윤,19991229,01066555509,giayqjbfh@knu.ac.kr,사회복지학부,2,3.61,-
2024105203,sibyotlgpaqbajmz,김서현,19810622,01028948837,ncikqabqr@knu.ac.kr,응용화학과,3,3.85,-
2017199507,bvyeoyxjvezvqzzx,윤소윤,19840103,01047255671,skbgtedfv@knu.ac.kr,생물학과,4,2.66,-
2016467741,gdhbpocyampdwvrd,정승준,20010821,01048097821,gkchyvaxs@knu.ac.kr,문헌정보학과,2,4.14,-
2014747572,aykfjokyzwdorecn,이윤성,19900213,01022826127,zptlxfozd@knu.ac.kr,미술학과,2,1.99,-
2016966636,symrzirckaejtneq,강도연,20051002,01085364985,yanwvylcf@knu.ac.kr,의류학과식품영양학과,4,2.71,-
2012974026,nrccoqrladspgxjn,이시현,20020702,01031250521,azrogjpqv@knu.ac.kr,사학과,2,0.44,-
2016420842,uumqiqvwgqyvrfim,정사랑,19940306,01042985025,ondkzunwv@knu.ac.kr,융합학부,3,0.36,-
2001859169,icmcmeennevzmscy,박지율,19911228,01024861342,erwotorhy@knu.ac.kr,의류학과식품영양학과,4,4.29,-
2006190339,pcjkgwwbxgtwwpxh,임도윤,20001024,01087865430,cevqyelkm@knu.ac.kr,사학과,2,4.10,-
2023222063,ywmfenpyrfeanryi,이서우,19940328,01095642080,uawwezfpf@knu.ac.kr,사회학과,4,1.43,-
2023513453,hrbolglqpnqxpqec,이민찬,19800722,01010421020,rqowwnswe@knu.ac.kr,응용화학과,1,2.34,-
